DateTime,Pressure,Speed#1(0.2m),Dir#1(0.2m),Speed#2(0.3m),Dir#2(0.3m),Speed#3(0.4m),Dir#3(0.4m),Speed#4(0.5m),Dir#4(0.5m),Speed#5(0.6m),Dir#5(0.6m),SSC_25cm,SSC_50cm
2014/10/1 1:32,1.562,0.311,352.05,0.172,319.72,0.233,232.15,0.313,332.62,0.086,330.17,0.17,0.13
2014/10/1 1:34,1.584,0.113,263.38,0.125,294.52,0.114,17.32,0.167,298.25,0.147,325.55,0.17,0.15
2014/10/1 1:36,1.601,0.068,242.68,0.241,268.1,0.137,329.32,0.213,311.57,0.093,309.33,0.17,0.16
2014/10/1 1:38,1.624,0.194,304.51,0.263,352.58,0.137,350.33,0.104,317.73,0.079,343.16,0.17,0.17
2014/10/1 1:40,1.642,0.091,311.89,0.276,313.24,0.048,217.35,0.373,259.5,0.08,249.53,0.22,0.18
2014/10/1 1:42,1.666,0.07,289.21,0.212,245.74,0.113,236.87,0.211,315.96,0.188,327.41,0.22,0.16
2014/10/1 1:44,1.688,0.349,332.92,0.105,325.86,0.148,73.89,0.274,273.56,0.426,321,0.22,0.18
2014/10/1 1:46,1.702,0.169,291.11,0.156,273.3,0.071,273.22,0.174,260.75,0.262,304.9,0.22,0.16
2014/10/1 1:48,1.726,0.101,288.43,0.161,347.43,0.235,273.41,0.195,268.82,0.127,280.87,0.22,0.16
2014/10/1 1:50,1.744,0.161,297.68,0.137,266.66,0.096,246.64,0.109,336.25,0.279,304.2,0.22,0.16
2014/10/1 1:52,1.761,0.11,8.86,0.183,246.51,0.237,304.5,0.211,315.77,0.165,309.09,0.26,0.17
2014/10/1 1:54,1.783,0.413,291.16,0.132,320.53,0.064,358.21,0.122,53.32,0.166,5.88,0.22,0.16
2014/10/1 1:56,1.8,0.186,280.83,0.126,235.68,0.252,252.43,0.207,329.23,0.172,243.73,0.22,0.16
2014/10/1 1:58,1.821,0.166,252.44,0.279,338.58,0.168,358.3,0.1,227.03,0.21,302.18,0.17,0.13
2014/10/1 2:00,1.841,0.092,13.88,0.106,275.39,0.311,256.63,0.207,283.1,0.352,296.13,0.12,0.12
2014/10/1 2:02,1.857,0.169,298.23,0.252,272.5,0.122,292.15,0.163,244.54,0.146,271.57,0.12,0.12
2014/10/1 2:04,1.876,0.296,328.67,0.228,334.79,0.255,246.95,0.052,341.92,0.221,328.32,0.12,0.11
2014/10/1 2:06,1.889,0.065,321.89,0.115,242.1,0.141,234.51,0.077,293.89,0.164,291.41,0.12,0.11
2014/10/1 2:08,1.904,0.113,222.14,0.058,0,0.168,296.11,0.388,305.04,0.072,332.02,0.12,0.11
2014/10/1 2:10,1.92,0.123,278.39,0.036,270,0.174,302.6,0.158,293.15,0.057,320.71,0.12,0.11
2014/10/1 2:12,1.935,0.185,9,0.082,233.97,0.085,324.07,0.102,274.48,0.166,305.42,0.12,0.11
2014/10/1 2:14,1.948,0.114,301.74,0.142,356.78,0.181,239.47,0.386,281.05,0.206,248.92,0.12,0.11
2014/10/1 2:16,1.965,0.253,315.32,0.138,310.87,0.092,264.41,0.296,303.69,0.159,277.57,0.12,0.11
2014/10/1 2:18,1.98,0.102,275.6,0.096,168.57,0.19,260.29,0.177,316.37,0.149,308.72,0.12,0.11
2014/10/1 2:20,1.993,0.274,272.51,0.149,313.64,0.095,8.47,0.142,305.82,0.184,277.16,0.12,0.11
2014/10/1 2:22,2.009,0.242,284.84,0.16,307.87,0.217,266.31,0.166,280.09,0.109,353.66,0.12,0.11
2014/10/1 2:24,2.018,0.256,270,0.218,339.9,0.262,250.11,0.113,270.51,0.035,222.71,0.12,0.11
2014/10/1 2:26,2.035,0.051,270,0.109,319.86,0.05,262.03,0.279,277.4,0.132,325.47,0.11,0.11
2014/10/1 2:28,2.043,0.1,315,0.106,111,0.147,10.62,0.072,329.86,0.191,250.14,0.11,0.11
2014/10/1 2:30,2.057,0.15,297.76,0.021,48.81,0.008,270,0.097,28.42,0.174,313.6,0.11,0.11
2014/10/1 2:32,2.068,0.18,307.57,0.197,34.66,0.203,343.08,0.157,294.11,0.235,315.35,0.11,0.11
2014/10/1 2:34,2.08,0.162,310.75,0.032,75.53,0.254,351.17,0.162,341.68,0.109,14.29,0.11,0.11
2014/10/1 2:36,2.092,0.114,278.06,0.005,201.8,0.103,320.12,0.301,295.8,0.026,263.42,0.11,0.11
2014/10/1 2:38,2.102,0.111,240.19,0.103,23.34,0.259,276.66,0.086,235.94,0.04,292.07,0.11,0.11
2014/10/1 2:40,2.111,0.246,335.21,0.267,354.2,0.062,299.05,0.102,3.93,0.087,303.33,0.11,0.11
2014/10/1 2:42,2.123,0.14,291.8,0.154,341.45,0.063,105.57,0.142,304.36,0.225,303.41,0.11,0.11
2014/10/1 2:44,2.132,0.179,254.41,0.138,5.83,0.1,0,0.32,303.64,0.163,270,0.11,0.11
2014/10/1 2:46,2.141,0.197,262.41,0.085,12.24,0.122,314.33,0.099,170.16,0.089,320.03,0.11,0.11
2014/10/1 2:48,2.149,0.133,254.29,0.164,213.3,0.125,249.39,0.238,351.53,0.102,9,0.11,0.11
2014/10/1 2:50,2.163,0.092,320.27,0.099,343.58,0.141,3.25,0.108,256.09,0.186,275.56,0.11,0.11
2014/10/1 2:52,2.168,0.226,341.73,0.064,57.8,0.128,319.11,0.145,294.08,0.241,316.85,0.11,0.11
2014/10/1 2:54,2.175,0.126,40.16,0.085,255.64,0.168,343.4,0.05,143.13,0.174,282.6,0.11,0.1
2014/10/1 2:56,2.189,0.123,253.03,0.125,242.41,0.203,343.44,0.144,299.05,0.108,305.6,0.11,0.11
2014/10/1 2:58,2.199,0.148,101.31,0.158,15.8,0.123,282.68,0.359,297.92,0.135,297.9,0.11,0.11
2014/10/1 3:00,2.208,0.085,204.44,0.097,27.1,0.227,29.62,0.197,334.09,0.076,341.57,0.11,0.11
2014/10/1 3:02,2.219,0.004,33.69,0.191,7.54,0.157,314.48,0.07,224.42,0.039,244.09,0.11,0.11
2014/10/1 3:04,2.225,0.203,310.82,0.073,166.53,0.161,47.01,0.147,19.05,0.288,251.57,0.11,0.11
2014/10/1 3:06,2.235,0.048,90,0.08,29.12,0.121,319.71,0.279,32.09,0.231,323.63,0.12,0.11
2014/10/1 3:08,2.241,0.14,277.38,0.333,353.79,0.146,11.08,0.192,51.99,0.174,300.4,0.12,0.11
2014/10/1 3:10,2.248,0.264,338.68,0.229,295.56,0.167,287.46,0.082,290.64,0.231,60.66,0.12,0.11
2014/10/1 3:12,2.252,0.179,354.86,0.166,285.71,0.064,266.42,0.038,19.86,0.046,32.66,0.12,0.11
2014/10/1 3:14,2.259,0.119,340.35,0.048,54.32,0.099,115.02,0.215,270.53,0.265,273.02,0.11,0.11
2014/10/1 3:16,2.265,0.015,23.2,0.097,139.59,0.151,242.75,0.129,29.14,0.146,80.54,0.12,0.11
2014/10/1 3:18,2.272,0.088,3.9,0.167,283.54,0.063,166.18,0.068,298.81,0.175,239.04,0.12,0.11
2014/10/1 3:20,2.278,0.053,211.89,0.263,344.59,0.087,332.55,0.204,335.7,0.166,352.02,0.11,0.11
2014/10/1 3:22,2.283,0.133,106.66,0.195,334.22,0.03,289.65,0.071,279.73,0.144,210.83,0.12,0.11
2014/10/1 3:24,2.289,0.064,357.32,0.076,123.69,0.223,319.54,0.058,51.34,0.08,38.88,0.11,0.1
2014/10/1 3:26,2.294,0.048,358.81,0.04,36.87,0.094,274.86,0.121,12.43,0.076,313.94,0.11,0.1
2014/10/1 3:28,2.3,0.16,17.42,0.163,328.25,0.164,6.3,0.13,350.68,0.234,272.69,0.11,0.11
2014/10/1 3:30,2.306,0.189,339.94,0.139,359.59,0.043,280.78,0.079,23.01,0.194,265.85,0.12,0.11
2014/10/1 3:32,2.306,0.135,202.59,0.028,96.12,0.128,352.82,0.205,29.57,0.152,358.49,0.11,0.1
2014/10/1 3:34,2.318,0.064,245.85,0.07,141.98,0.114,341.57,0.085,286.31,0.175,29.5,0.11,0.1
2014/10/1 3:36,2.311,0.184,0.62,0.088,121.52,0.04,190.18,0.239,127.01,0.107,129.33,0.11,0.1
2014/10/1 3:38,2.317,0.133,226.83,0.158,294.29,0.111,336.67,0.148,116.39,0.144,358.41,0.11,0.1
2014/10/1 3:40,2.32,0.129,63.83,0.135,332.1,0.04,5.71,0.059,33.96,0.262,0.22,0.11,0.1
2014/10/1 3:42,2.324,0.047,117.65,0.167,13.12,0.202,81.19,0.166,326.02,0.083,312.55,0.11,0.1
2014/10/1 3:44,2.324,0.073,239.57,0.137,58.75,0.055,196.8,0.043,318.81,0.195,256.04,0.11,0.09
2014/10/1 3:46,2.324,0.23,280.77,0.041,207.82,0.111,85.36,0.062,150.14,0.072,41.04,0.11,0.1
2014/10/1 3:48,2.327,0.141,23.47,0.131,0,0.095,323.97,0.111,344.34,0.191,319.46,0.11,0.1
2014/10/1 3:50,2.326,0.127,10.87,0.222,41.53,0.147,358.83,0.161,40.22,0.03,289.65,0.11,0.09
2014/10/1 3:52,2.328,0.123,6.55,0.122,68.9,0.156,290.64,0.093,347.6,0.087,124.24,0.12,0.11
2014/10/1 3:54,2.328,0.073,255.77,0.182,329.63,0.136,101.06,0.133,290.76,0.204,290.65,0.12,0.11
2014/10/1 3:56,2.329,0.203,3.1,0.144,18.18,0.085,315.95,0.153,336.11,0.025,90,0.12,0.1
2014/10/1 3:58,2.324,0.125,332.82,0.138,79.18,0.046,16.46,0.082,6.26,0.21,309.6,0.17,0.11
2014/10/1 4:00,2.323,0.045,15.59,0.045,341.97,0.194,26.96,0.15,0.38,0.192,19.19,0.12,0.1
2014/10/1 4:02,2.324,0.028,257.47,0.099,32.25,0.072,117.98,0.167,283.54,0.177,340.13,0.12,0.11
2014/10/1 4:04,2.321,0.177,359.35,0.162,225.75,0.141,29.85,0.119,31.95,0.165,32.63,0.12,0.11
2014/10/1 4:06,2.317,0.03,11.69,0.266,71.84,0.152,62.08,0.129,93.55,0.133,90,0.17,0.11
2014/10/1 4:08,2.311,0.026,223.45,0.22,56.89,0.049,19.18,0.07,223.26,0.174,35.15,0.17,0.11
2014/10/1 4:10,2.307,0.112,282.92,0.139,10.34,0.083,285.38,0.371,166.26,0.1,36.87,0.17,0.12
2014/10/1 4:12,2.309,0.063,30.65,0.036,206.57,0.191,298.04,0.147,246.39,0.031,140.19,0.17,0.11
2014/10/1 4:14,2.307,0.136,46.79,0.059,319.82,0.057,30.62,0.167,285.62,0.132,353.9,0.17,0.11
2014/10/1 4:16,2.303,0.18,265.87,0.077,29.56,0.046,114.34,0.187,98.61,0.207,79.72,0.22,0.15
2014/10/1 4:18,2.297,0.119,259.35,0.086,209.83,0.103,82.18,0.203,121.74,0.067,180,0.17,0.11
2014/10/1 4:20,2.298,0.04,104.38,0.319,47.8,0.093,167.6,0.178,26.28,0.116,158.75,0.22,0.1
2014/10/1 4:22,2.291,0.056,246.67,0.184,156.35,0.408,30.84,0.017,69.44,0.084,238.57,0.17,0.09
2014/10/1 4:24,2.285,0.196,42.31,0.04,352.87,0.202,51.43,0.048,40.73,0.126,79.05,0.17,0.1
2014/10/1 4:26,2.288,0.005,11.31,0.192,327.55,0.113,38.19,0.147,344.64,0.063,190.95,0.11,0.09
2014/10/1 4:28,2.283,0.075,341.32,0.107,74.79,0.209,66.26,0.171,4.01,0.162,87.53,0.22,0.11
2014/10/1 4:30,2.275,0.076,147.36,0.113,123.13,0.019,158.75,0.169,41.63,0.145,33.14,0.17,0.11
2014/10/1 4:32,2.272,0.17,274.04,0.221,38.22,0.099,78.92,0.049,175.33,0.268,23.31,0.12,0.1
2014/10/1 4:34,2.268,0.126,119.41,0.018,303.69,0.183,74.83,0.093,86.92,0.204,54.98,0.12,0.11
2014/10/1 4:36,2.261,0.227,39.29,0.068,142.79,0.186,122.92,0.133,89.57,0.166,42.06,0.12,0.1
2014/10/1 4:38,2.252,0.158,84.54,0.205,92.79,0.062,276.44,0.264,64.89,0.138,302.54,0.12,0.11
2014/10/1 4:40,2.249,0.029,0,0.224,49.9,0.168,300.08,0.059,72.18,0.031,358.15,0.12,0.09
2014/10/1 4:42,2.245,0.198,30.32,0.216,51.38,0.106,19.29,0.248,77.87,0.188,91.52,0.11,0.1
2014/10/1 4:44,2.233,0.158,43.47,0.079,67.66,0.138,58.04,0.123,186.08,0.232,40.63,0.17,0.1
2014/10/1 4:46,2.221,0.084,109.52,0.279,59.85,0.098,87.66,0.07,54.94,0.101,44.6,0.12,0.1
2014/10/1 4:48,2.214,0.107,16.24,0.041,72.9,0.278,57.62,0.176,117.73,0.255,3.14,0.12,0.11
2014/10/1 4:50,2.209,0.389,74.78,0.119,12.63,0.133,61.7,0.123,99.85,0.081,230.01,0.12,0.11
2014/10/1 4:52,2.193,0.182,5.99,0.324,129.99,0.131,38.18,0.172,46.65,0.173,105.72,0.12,0.1
2014/10/1 4:54,2.178,0.017,130.24,0.102,135.8,0.059,313.64,0.105,77.29,0.092,30.75,0.11,0.09
2014/10/1 4:56,2.173,0.042,44.03,0.209,355.05,0.067,36.53,0.147,216.17,0.077,41.33,0.11,0.1
2014/10/1 4:58,2.161,0.154,30.9,0.133,288.02,0.231,60.78,0.08,24.33,0.092,119.9,0.11,0.09
2014/10/1 5:00,2.154,0.168,63.43,0.063,179.09,0.302,62.59,0.157,145.1,0.216,32.74,0.11,0.1
2014/10/1 5:02,2.14,0.136,354.08,0.173,342.82,0.203,90,0.17,82.2,0.14,42.69,0.11,0.1
2014/10/1 5:04,2.127,0.252,78.56,0.114,13.18,0.209,98.79,0.186,4.64,0.359,71.97,0.11,0.09
2014/10/1 5:06,2.115,0.117,71.1,0.126,34.7,0.157,9.16,0.129,130.6,0.145,67.32,0.11,0.1
2014/10/1 5:08,2.099,0.101,115.29,0.205,71.21,0.099,58.24,0.08,169.95,0.222,14.6,0.11,0.09
2014/10/1 5:10,2.083,0.127,63.84,0.141,34.59,0.207,347.44,0.091,357.48,0.11,317.2,0.11,0.09
2014/10/1 5:12,2.072,0.213,82.71,0.201,48.22,0.123,172.53,0.08,242.47,0.071,141.84,0.11,0.09
2014/10/1 5:14,2.068,0.082,146.5,0.094,47.15,0.08,34.29,0.134,72.65,0.167,83.81,0.11,0.09
2014/10/1 5:16,2.049,0.207,140.69,0.065,175.6,0.041,75.96,0.243,80.31,0.182,70.37,0.11,0.08
2014/10/1 5:18,2.036,0.045,97.59,0.141,39.55,0.141,74.39,0.108,60.58,0.041,9.93,0.11,0.08
2014/10/1 5:20,2.023,0.099,345.4,0.078,189.58,0.122,289.18,0.103,157.68,0.203,134.4,0.11,0.08
2014/10/1 5:22,2.009,0.097,114.98,0.143,345.87,0.086,19.7,0.06,263.35,0.118,229.45,0.11,0.08
2014/10/1 5:24,1.999,0.251,111.25,0.159,111.73,0.227,98.63,0.243,45.84,0.261,77.4,0.11,0.08
2014/10/1 5:26,1.981,0.013,0,0.129,350.61,0.028,71.57,0.127,176.85,0.161,31.51,0.11,0.08
2014/10/1 5:28,1.969,0.086,118.35,0.216,111.21,0.079,62.14,0.112,94.09,0.089,238.27,0.11,0.08
2014/10/1 5:30,1.956,0.089,95.77,0.295,91.17,0.085,128.35,0.342,107.9,0.143,133.3,0.11,0.08
2014/10/1 5:32,1.94,0.104,153.19,0.108,145.14,0.131,69.9,0.252,125.33,0.24,121.7,0.11,0.08
2014/10/1 5:34,1.921,0.192,89.4,0.061,127.63,0.061,217.06,0.128,172.82,0.096,345.53,0.11,0.08
2014/10/1 5:36,1.911,0.04,131.99,0.245,117.19,0.238,205.16,0.079,332.78,0.192,131.83,0.11,0.08
2014/10/1 5:38,1.894,0.135,51.01,0.175,153.58,0.11,172.16,0.218,359.21,0.228,75.78,0.11,0.09
2014/10/1 5:40,1.879,0.14,88.77,0.058,39.43,0.039,149.53,0.101,153.43,0.225,116.11,0.11,0.08
2014/10/1 5:42,1.869,0.071,36.38,0.162,79.66,0.152,51.4,0.267,78.31,0.085,102.24,0.11,0.09
2014/10/1 5:44,1.854,0.358,63.08,0.112,134.27,0.169,55.84,0.107,1.07,0.246,110.42,0.11,0.09
2014/10/1 5:46,1.848,0.251,105.98,0.234,75.9,0.159,60.21,0.228,49.81,0.085,218.35,0.11,0.09
2014/10/1 5:48,1.832,0.132,172.61,0.116,112.35,0.169,133.8,0.04,150.26,0.08,114.33,0.11,0.09
2014/10/1 5:50,1.821,0.056,57.45,0.114,178.99,0.069,113.2,0.156,103.32,0.186,50.23,0.11,0.09
2014/10/1 5:52,1.805,0.101,139.83,0.138,124.04,0.207,92.49,0.071,39.29,0.199,80.16,0.11,0.09
2014/10/1 5:54,1.792,0.145,60.26,0.165,5.23,0.167,103.87,0.07,145.41,0.138,129.11,0.11,0.09
2014/10/1 5:56,1.779,0.186,94.64,0.164,131.05,0.235,78.45,0.109,95.82,0.079,99.46,0.11,0.09
2014/10/1 5:58,1.764,0.06,106.34,0.063,345.3,0.085,154.04,0.238,56.84,0.182,98.22,0.11,0.1
2014/10/1 6:00,1.752,0.191,127.77,0.248,63.95,0.054,143.97,0.158,115.43,0.156,92.2,0.11,0.1
2014/10/1 6:02,1.736,0.215,67.26,0.285,77.04,0.253,55.62,0.11,36.14,0.102,88.32,0.11,0.09
2014/10/1 6:04,1.726,0.012,274.76,0.12,45,0.092,74.91,0.104,110.17,0.145,164.43,0.11,0.1
2014/10/1 6:06,1.712,0.247,67.9,0.207,43.82,0.035,83.48,0.327,40.16,0.087,77.4,0.11,0.09
2014/10/1 6:08,1.7,0.159,23.67,0.062,50.19,0.15,34.96,0.33,46.35,0.179,111.98,0.11,0.09
2014/10/1 6:10,1.692,0.148,52.43,0.112,336.87,0.192,119.37,0.27,27.32,0.324,101.93,0.11,0.09
2014/10/1 6:12,1.681,0.042,201.04,0.167,90,0.208,69.48,0.151,45.54,0.371,105.8,0.11,0.1
2014/10/1 6:14,1.666,0.161,72.69,0.024,51.71,0.168,61.61,0.04,339.27,0.229,90,0.11,0.09
2014/10/1 6:16,1.656,0.163,14.89,0.229,56.38,0.22,30.65,0.129,115.18,0.252,113.41,0.11,0.09
2014/10/1 6:18,1.637,0.279,67.02,0.109,343.55,0.113,42.14,0.134,37.72,0.224,82.3,0.11,0.1
2014/10/1 6:20,1.628,0.013,333.43,0.205,18.17,0.119,87.11,0.194,21.8,0.184,87.51,0.11,0.1
2014/10/1 6:22,1.616,0.119,240.85,0.321,111.54,0.214,113.45,0.182,94.09,0.138,46.47,0.11,0.09
2014/10/1 6:24,1.608,0.123,81.15,0.227,108.2,0.033,128.93,0.145,21.07,0.102,55.84,0.11,0.09
2014/10/1 6:26,1.597,0.168,149.92,0.102,11.86,0.062,150.14,0.023,300.96,0.186,12.4,0.11,0.09
2014/10/1 6:28,1.582,0.184,102.9,0.212,59.69,0.22,58.77,0.121,67.05,0.102,76.37,0.11,0.09
2014/10/1 6:30,1.572,0.114,46.78,0.101,82.03,0.11,91.56,0.061,21.1,0.137,52.71,0.11,0.1
2014/10/1 6:32,1.558,0.112,159.15,0.14,133.84,0.095,150.48,0.06,308.96,0.269,96.41,0.11,0.1
2014/10/1 6:34,1.544,0.102,59.42,0.052,20.17,0.149,106,0.059,117,0.176,28.9,0.11,0.1
2014/10/1 6:36,1.53,0.102,156.21,0.134,61.53,0.221,69.35,0.14,125.73,0.027,111.8,0.11,0.09
2014/10/1 6:38,1.525,0.077,343.44,0.254,141.23,0.052,264.51,0.093,86.31,0.287,78.96,0.11,0.1
2014/10/1 6:40,1.509,0.141,46.72,0.386,35.83,0.081,92.12,0.258,100.27,0.183,87.81,0.11,0.1
2014/10/1 6:42,1.503,0.239,101.36,0.11,42.41,0.204,90.56,0.108,71.06,0.192,102.01,0.11,0.1
2014/10/1 6:44,1.49,0.156,142.03,0.151,120.64,0.215,79.53,0.19,137.14,0.262,67.06,0.11,0.1
2014/10/1 6:46,1.472,0.116,105,0.242,65.13,0.236,53.62,0.148,68.99,0.175,88.04,0.11,0.1
2014/10/1 6:48,1.466,0.078,110.98,0.203,102.8,0.103,110.36,0.111,17.29,0.048,8.47,0.11,0.1
2014/10/1 6:50,1.462,0.12,91.91,0.056,48.62,0.118,34.63,0.172,103.07,0.208,78.64,0.11,0.11
2014/10/1 6:52,1.443,0.184,75.81,0.301,52.83,0.221,84.03,0.108,108.27,0.299,95.77,0.12,0.11
2014/10/1 6:54,1.431,0.126,57.95,0.204,117.44,0.156,34,0.121,73.21,0.177,38.36,0.11,0.11
2014/10/1 6:56,1.418,0.053,208.01,0.226,53.08,0.089,11.06,0.26,90,0.188,63.43,0.11,0.11
2014/10/1 6:58,1.407,0.161,42.73,0.237,103.39,0.135,116.95,0.206,95.85,0.308,56.77,0.11,0.11
2014/10/1 7:00,1.399,0.044,208.3,0.151,92.28,0.158,51.68,0.189,100.36,0.141,67.07,0.11,0.11
2014/10/1 7:02,1.387,0.108,102.88,0.062,43.03,0.106,131.19,0.093,83.18,0.097,52.54,0.11,0.11
2014/10/1 7:04,1.368,0.339,39.85,0.131,89.13,0.181,12.73,0.156,105.19,0.163,135.5,0.11,0.1
2014/10/1 7:06,1.361,0.097,98.88,0.264,65.18,0.119,55.64,0.257,56.74,0.282,73.3,0.11,0.1
2014/10/1 7:08,1.353,0.125,134.03,0.195,86.19,0.331,90,0.183,73.84,0.246,96.78,0.11,0.1
2014/10/1 7:10,1.342,0.111,133.18,0.164,58.44,0.098,91.75,0.136,104.44,0.214,79.79,0.11,0.1
2014/10/1 7:12,1.323,0.082,79.51,0.212,68.65,0.103,78.8,0.208,99.42,0.253,31.12,0.11,0.1
2014/10/1 7:14,1.31,0.089,64.87,0.29,88.62,0.118,138.77,0.069,128.53,0.262,80.79,0.11,0.1
2014/10/1 7:16,1.301,0.128,66.45,0.309,82.18,0.235,68.24,0.104,112.62,0.186,116.57,0.11,0.1
2014/10/1 7:18,1.299,0.249,64.57,0.233,167.63,0.118,76.79,0.207,80.26,0.19,121.85,0.11,0.11
2014/10/1 7:20,1.284,0.171,51.39,0.123,73.03,0.203,49,0.073,79.77,0.216,105,0.11,
2014/10/1 7:22,1.27,0.133,61.7,0.386,107.35,0.251,49.84,0.117,77.15,0.172,79.61,0.11,
2014/10/1 7:24,1.265,0.22,86.36,0.253,103.49,0.187,50.43,0.378,75.6,0.126,90,0.11,
2014/10/1 7:26,1.25,0.229,144.78,0.124,58.48,0.258,115.47,0.177,63.15,0.17,121.54,0.11,
2014/10/1 7:28,1.239,0.156,90.73,0.205,60.81,0.161,125.37,0.096,123.52,0.145,97.52,0.11,
2014/10/1 7:30,1.23,0.217,74.74,0.23,80.5,0.167,91.71,0.163,67.68,0.159,107.53,0.11,
2014/10/1 7:32,1.223,0.191,105.2,0.092,97.51,0.114,83.44,0.167,86.92,0.261,84.73,0.11,
2014/10/1 7:34,1.209,0.252,57,0.281,40.82,0.109,142.08,0.074,58.9,0.207,50.3,0.11,
2014/10/1 7:36,1.194,0.131,61.67,0.174,64.47,0.085,129.29,0.059,61.7,0.029,255.96,0.11,
2014/10/1 7:38,1.186,0.173,9.63,0.186,75.96,0.235,72.41,0.055,278.43,0.211,77.94,0.11,
2014/10/1 7:40,1.182,0.124,64.26,0.187,90,0.19,93.91,0.238,100.41,0.041,142.85,0.11,
2014/10/1 7:42,1.167,0.092,145.62,0.199,107.89,0.274,121.89,0.07,21.04,0.213,91.88,0.11,
2014/10/1 7:44,1.147,0.135,51.6,0.138,99.6,0.225,104.65,0.141,142.48,0.072,37.67,0.12,
2014/10/1 7:46,1.145,0.058,19.06,0.091,99.46,0.163,48.48,0.063,145.3,0.211,105.09,0.11,
2014/10/1 7:48,1.137,0.042,55.56,0.2,47.23,0.081,265.76,0.19,103.67,0.284,15.95,0.12,
2014/10/1 7:50,1.124,0.206,137.16,0.043,225.94,0.133,93.44,0.079,293.01,0.111,107.78,0.11,
2014/10/1 7:52,1.113,0.104,153.19,0.118,65.39,0.176,62.56,0.156,107.16,0.344,85.33,0.11,
2014/10/1 7:54,1.103,0.072,132.75,0.13,223.13,0.121,161.71,0.138,270.83,0.238,79.35,0.11,
2014/10/1 7:56,1.093,0.233,63.43,0.248,55.86,0.064,146.56,0.104,47.73,0.121,22.33,0.11,
2014/10/1 7:58,1.087,0.224,149.43,0.199,69.11,0.081,90,0.066,12.15,0.236,100.02,0.12,
2014/10/1 8:00,1.075,0.082,139.47,0.223,44.45,0.185,129.73,0.103,101.75,0.258,79.26,0.11,
2014/10/1 8:02,1.067,0.12,75.04,0.191,114.82,0.161,100.4,0.247,78.33,0.24,44.33,0.11,
2014/10/1 8:04,1.053,0.189,41.13,0.227,87.48,0.058,11.89,0.305,79.98,0.083,166.8,0.12,
2014/10/1 8:06,1.044,0.204,143.58,0.119,45,0.037,29.36,0.193,126.16,0.186,135.22,0.12,
2014/10/1 8:08,1.033,0.198,28.38,0.171,34.99,0.025,143.13,0.072,34.8,0.246,62.08,,
2014/10/1 8:10,1.024,0.09,54.9,0.279,44.71,0.16,33.79,0.213,13.58,0.15,90,,
2014/10/1 8:12,1.017,0.253,99.09,0.287,102.29,0.109,192.13,0.223,69.29,0.134,91.71,,
2014/10/1 8:14,1.012,0.116,244.98,0.212,19.54,0.157,114.78,0.164,72.67,0.006,71.57,,
2014/10/1 8:16,0.99,0.096,108.81,0.275,26.75,0.061,103.35,0.02,290.22,0.26,63.04,,
2014/10/1 8:18,0.991,0.086,16.13,0.261,118.63,0.202,101.7,0.182,63.86,0.19,39.65,,
2014/10/1 8:20,0.97,0.089,212.07,0.09,112.28,0.181,11.12,0.153,98.29,0.26,78.91,,
2014/10/1 8:22,0.964,0.114,72.04,0.055,40.6,0.246,82.76,0.065,57.53,0.119,24.84,,
2014/10/1 8:24,0.956,0.078,52.84,0.302,131.78,0.174,45.93,0.223,48.45,0.295,110.22,,
2014/10/1 8:26,0.949,0.092,271.87,0.281,73.05,0.158,70.76,0.115,42.88,0.228,114.09,,
2014/10/1 8:28,0.942,0.14,69.49,0.272,107.77,0.128,81.93,0.103,31.53,0.055,116.1,,
2014/10/1 8:30,0.933,0.041,178.6,0.156,130.32,0.113,0,0.229,66.01,0.009,161.57,,
2014/10/1 8:32,0.92,0.057,46.43,0.075,163.74,0.086,15.49,0.167,18.87,0.166,57.56,,
2014/10/1 8:34,0.904,0.156,167.03,0.105,194.3,0.089,95.77,0.193,78.34,0.07,106.62,,
2014/10/1 8:36,0.894,0.185,106.97,0.294,69.9,0.138,34.38,0.132,6.96,0.204,116.82,,
2014/10/1 8:38,0.898,0.114,119.93,0.073,141.71,0.138,100.42,0.156,133.96,0.15,33.58,,
2014/10/1 8:40,0.882,0.046,36.12,0.138,19.49,0.167,202.12,0.12,88.57,0.144,57.19,,
2014/10/1 8:42,0.874,0.079,15.45,0.255,93.6,0.149,106,0.122,304.99,0.27,5.1,,
2014/10/1 8:44,0.857,0.164,82.66,0.02,5.71,0.055,309.81,0.252,67.82,0.176,42.93,,
2014/10/1 8:46,0.858,0.25,24.82,0.07,107.4,0.064,69.86,0.184,20.99,0.217,111.95,,
2014/10/1 8:48,0.845,0.112,339.15,0.258,82.87,0.191,104.55,0.49,17.1,0.22,352.16,,
2014/10/1 8:50,0.837,0.03,291.45,0.219,45.56,0.222,33.98,0.254,74.21,0.214,68.94,,
2014/10/1 8:52,0.821,0.18,75.5,0.212,90.81,0.18,106.12,0.199,43.57,0.266,88.28,,
2014/10/1 8:54,0.816,0.27,114.29,0.175,26.86,0.157,22,0.047,138.47,0.152,84.33,,
2014/10/1 8:56,0.805,0.203,84.06,0.189,4.86,0.044,268.7,0.072,290.19,0.067,232.28,,
2014/10/1 8:58,0.798,0.182,148.5,0.067,264.04,0.263,46.85,0.152,147.36,0.151,8.78,,
2014/10/1 9:00,0.786,0.052,301.53,0.022,254.05,0.126,20.45,0.151,47.42,0.195,353.53,,
