DateTime,Pressure,Speed#1(0.2m),Dir#1(0.2m),Speed#2(0.3m),Dir#2(0.3m),Speed#3(0.4m),Dir#3(0.4m),Speed#4(0.5m),Dir#4(0.5m),Speed#5(0.6m),Dir#5(0.6m),SSC_25cm,SSC_50cm
2014/9/25 9:42,0.698,0.187,242.34,0.286,260.34,0.164,307.57,0.048,343.07,0.168,251.24,0.26,0.12
2014/9/25 9:44,0.75,0.124,284.93,0.169,278.51,0.052,32.47,0.142,210.55,0.101,277.97,0.22,0.11
2014/9/25 9:46,0.798,0.068,227.39,0.113,189.13,0.131,335.19,0.218,308.5,0.084,303.88,0.26,0.12
2014/9/25 9:48,0.838,0.255,300.19,0.215,255.7,0.102,200.75,0.14,252.99,0.04,259.82,0.26,0.12
2014/9/25 9:50,0.879,0.255,289.22,0.098,208.66,0.177,209.02,0.244,294.46,0.368,301.23,0.3,0.17
2014/9/25 9:52,0.937,0.212,282.53,0.168,302.08,0.101,271.7,0.3,234.08,0.301,259.1,0.3,0.18
2014/9/25 9:54,0.99,0.11,306.14,0.125,265.43,0.094,211.49,0.067,198.17,0.035,244.89,0.38,0.19
2014/9/25 9:56,1.043,0.173,324.39,0.146,262.15,0.074,247.62,0.116,229.56,0.114,233.23,0.38,0.21
2014/9/25 9:58,1.09,0.252,3.18,0.212,242.83,0.26,282.43,0.34,236.4,0.297,273.48,0.38,0.19
2014/9/25 10:00,1.141,0.1,301.16,0.277,292.3,0.15,271.91,0.125,248.96,0.065,298.54,0.38,0.21
2014/9/25 10:02,1.199,0.128,306.42,0.253,316.28,0.111,310.27,0.138,267.51,0.243,246.49,0.49,0.21
2014/9/25 10:04,1.252,0.316,300.22,0.236,264.65,0.201,229.03,0.26,228.59,0.076,298.25,0.38,0.21
2014/9/25 10:06,1.301,0.098,330.83,0.267,294.84,0.053,353.54,0.238,250.12,0.202,278.53,0.49,0.25
2014/9/25 10:08,1.345,0.058,217.27,0.27,303.04,0.149,348.39,0.107,282.36,0.284,253.22,0.49,0.24
2014/9/25 10:10,1.394,0.199,312.76,0.246,319.78,0.152,192.94,0.249,238.8,0.087,286.76,0.49,0.22
2014/9/25 10:12,1.44,0.241,330.14,0.062,299.05,0.052,315.78,0.056,173.88,0.116,218.35,0.38,0.23
2014/9/25 10:14,1.481,0.135,300.17,0.306,312.35,0.139,322.31,0.114,258.89,0.129,263.76,0.38,0.22
2014/9/25 10:16,1.524,0.086,316.88,0.128,312.79,0.301,243.35,0.224,220.66,0.221,269.74,0.38,0.22
2014/9/25 10:18,1.572,0.287,309.35,0.042,325.56,0.088,285.14,0.176,298.45,0.038,27.9,0.38,0.21
2014/9/25 10:20,1.624,0.142,267.58,0.28,316.74,0.142,267.18,0.21,237.07,0.174,256.68,0.38,0.21
2014/9/25 10:22,1.66,0.279,264.02,0.167,209.79,0.222,185.43,0.146,312.78,0.131,339.5,0.3,0.18
2014/9/25 10:24,1.698,0.154,346.87,0.18,320.64,0.173,245.06,0.206,258.8,0.19,276.34,0.3,0.16
2014/9/25 10:26,1.739,0.098,137.49,0.098,271.17,0.149,244.98,0.17,285.02,0.221,273.9,0.3,0.17
2014/9/25 10:28,1.784,0.041,38,0.182,273.14,0.1,266.57,0.299,284.31,0.062,309.09,0.3,0.17
2014/9/25 10:30,1.824,0.167,304.26,0.261,192.86,0.232,255,0.232,284.76,0.222,248.63,0.3,0.15
2014/9/25 10:32,1.857,0.158,320.15,0.058,210.11,0.4,261.08,0.272,272.74,0.21,296.57,0.26,0.12
2014/9/25 10:34,1.888,0.181,252.27,0.113,187.63,0.235,324.01,0.029,84.09,0.141,353.88,0.27,0.13
2014/9/25 10:36,1.916,0.256,336.24,0.12,2.86,0.219,291.66,0.225,329.21,0.11,319.06,0.27,0.16
2014/9/25 10:38,1.954,0.101,184.53,0.061,246.8,0.162,274.62,0.179,334.15,0.156,254.71,0.3,0.15
2014/9/25 10:40,1.989,0.39,315.73,0.3,289.46,0.156,339.02,0.104,219.52,0.25,307.51,0.26,0.14
2014/9/25 10:42,2.018,0.231,314.12,0.162,227.75,0.15,344.95,0.154,245.1,0.278,326.6,0.26,0.15
2014/9/25 10:44,2.055,0.221,260.11,0.145,334.67,0.144,153.26,0.19,335.73,0.159,262.79,0.27,0.16
2014/9/25 10:46,2.089,0.113,247.73,0.266,279.07,0.147,276.25,0.209,264.78,0.205,299.57,0.26,0.17
2014/9/25 10:48,2.116,0.133,211.18,0.145,288.56,0.085,326.5,0.105,266.73,0.216,265.21,0.26,0.17
2014/9/25 10:50,2.144,0.156,299.2,0.186,272.77,0.133,304.29,0.166,286.04,0.292,311.67,0.26,0.16
2014/9/25 10:52,2.175,0.115,273.48,0.181,26.99,0.082,342.9,0.132,240.52,0.161,268.22,0.22,0.16
2014/9/25 10:54,2.201,0.221,326.45,0.181,276.65,0.088,296.27,0.101,337.25,0.138,0.42,0.22,0.15
2014/9/25 10:56,2.229,0.09,313.65,0.167,267.26,0.146,344.54,0.246,298.96,0.173,272.98,0.27,0.14
2014/9/25 10:58,2.251,0.228,273.51,0.18,11.19,0.11,344.2,0.104,209.27,0.154,227.9,0.26,0.15
2014/9/25 11:00,2.279,0.083,311.58,0.074,318.81,0.168,291.67,0.059,177.09,0.13,295.58,0.27,0.15
2014/9/25 11:02,2.306,0.06,64.29,0.28,281.75,0.147,282.99,0.225,287.55,0.078,283.32,0.26,0.16
2014/9/25 11:04,2.327,0.195,319.78,0.109,336.25,0.123,318.29,0.194,293.01,0.054,306.66,0.26,0.15
2014/9/25 11:06,2.357,0.093,329.57,0.248,304.33,0.213,354.34,0.163,322.5,0.062,225,0.26,0.15
2014/9/25 11:08,2.382,0.16,305.87,0.243,308.14,0.158,222.18,0.056,102.31,0.138,215.3,0.22,0.14
2014/9/25 11:10,2.403,0.181,15.03,0.093,67.85,0.097,335.02,0.221,255.34,0.089,277.13,0.22,0.14
2014/9/25 11:12,2.424,0.12,345.96,0.313,320.83,0.231,285.3,0.18,302.28,0.128,222.15,0.22,0.13
2014/9/25 11:14,2.446,0.083,269.31,0.18,253.18,0.092,168.08,0.27,271.91,0.091,118.26,0.22,0.13
2014/9/25 11:16,2.467,0.079,296.24,0.056,276.12,0.038,261.03,0.038,38.66,0.112,6.17,0.17,0.12
2014/9/25 11:18,2.489,0.052,172.33,0.253,248.91,0.128,244.63,0.119,346.9,0.173,263.37,0.17,0.12
2014/9/25 11:20,2.504,0.054,172.61,0.16,276.46,0.209,351.21,0.086,42.18,0.085,281.58,0.17,0.12
2014/9/25 11:22,2.524,0.122,242.59,0.081,217.44,0.139,260.47,0.193,335.16,0.182,302.64,0.17,0.12
2014/9/25 11:24,2.548,0.186,266,0.093,323.75,0.125,3.21,0.054,245.82,0.244,280.39,0.17,0.12
2014/9/25 11:26,2.56,0.086,301.65,0.108,338.2,0.162,235.04,0.143,349.95,0.144,59.17,0.17,0.11
2014/9/25 11:28,2.586,0.094,285.36,0.125,9.24,0.047,17.28,0.264,302.79,0.071,287.93,0.17,0.11
2014/9/25 11:30,2.601,0.118,229.13,0.13,220.94,0.071,287.16,0.206,214.54,0.088,358.05,0.17,0.11
2014/9/25 11:32,2.619,0.347,350.7,0.092,183.11,0.049,267.66,0.198,278.99,0.138,232.05,0.17,0.11
2014/9/25 11:34,2.634,0.21,286.62,0.138,336.04,0.081,7.13,0.216,296.09,0.077,285.12,0.17,0.11
2014/9/25 11:36,2.651,0.125,29.23,0.107,74.28,0.025,315,0.058,151.23,0.04,75.62,0.17,0.11
2014/9/25 11:38,2.665,0.183,341.57,0.233,294.91,0.175,260.48,0.148,332.22,0.178,297.43,0.17,0.11
2014/9/25 11:40,2.684,0.195,314.58,0.14,62.34,0.118,69.73,0.085,270.67,0.228,324.08,0.17,0.11
2014/9/25 11:42,2.699,0.144,355.2,0.123,266.28,0.138,252.22,0.141,0,0.047,205.46,0.12,0.11
2014/9/25 11:44,2.715,0.097,0,0.097,137.92,0.084,313.56,0.184,1.25,0.049,146.63,0.12,0.11
2014/9/25 11:46,2.738,0.067,286.53,0.13,258,0.061,68.03,0.079,311.93,0.029,105.95,0.12,0.11
2014/9/25 11:48,2.754,0.16,252.58,0.015,90,0.078,259.7,0.162,212.12,0.074,298.98,0.17,0.11
2014/9/25 11:50,2.776,0.072,238.08,0.339,95.76,0.077,290.56,0.05,319.9,0.071,355.97,0.17,0.11
2014/9/25 11:52,2.786,0.097,270,0.008,203.2,0.002,206.57,0.017,334.98,0.085,272.69,0.17,0.11
2014/9/25 11:54,2.808,0.152,233.28,0.113,266.96,0.168,129.67,0.089,161.77,0.237,202.34,0.17,0.11
2014/9/25 11:56,2.831,0.135,187.23,0.198,311.51,0.122,4.22,0.176,69.41,0.174,48.72,0.17,0.11
2014/9/25 11:58,2.844,0.097,130.41,0.207,312.46,0.203,34.78,0.199,352.48,0.068,12.8,0.17,0.11
2014/9/25 12:00,2.855,0.043,263.37,0.207,226.37,0.12,321.41,0.261,254.21,0.134,231.34,0.17,0.11
2014/9/25 12:02,2.866,0.088,239.37,0.062,307.79,0.209,312.48,0.194,295.64,0.112,291.99,0.17,0.11
2014/9/25 12:04,2.888,0.031,22.48,0.095,293.59,0.058,326.31,0.097,26.83,0.124,89.54,0.17,0.11
2014/9/25 12:06,2.897,0.081,151.22,0.123,180,0.089,306.36,0.021,272.73,0.115,79.96,0.17,0.11
2014/9/25 12:08,2.909,0.011,318.81,0.16,272.15,0.07,320.19,0.052,290.17,0.077,131.33,0.17,0.11
2014/9/25 12:10,2.926,0.053,227.29,0.128,145.19,0.217,290.19,0.308,245.26,0.202,159.68,0.17,0.11
2014/9/25 12:12,2.939,0.223,170.45,0.123,68.46,0.095,276.67,0.145,34.35,0.211,37.3,0.17,0.11
2014/9/25 12:14,2.95,0.068,121.11,0.061,141.63,0.318,313.98,0.082,236.89,0.15,337.7,0.17,0.11
2014/9/25 12:16,2.962,0.094,104.18,0.095,123.35,0.135,205.04,0.104,270.55,0.174,242.26,0.17,0.11
2014/9/25 12:18,2.978,0.147,335.88,0.104,208.79,0.277,256.42,0.19,235.72,0.048,31.37,0.17,0.11
2014/9/25 12:20,2.993,0.101,187.97,0.108,108.43,0.106,129.25,0.054,290.43,0.103,289.32,0.17,0.11
2014/9/25 12:22,2.999,0.08,284.56,0.051,259.8,0.059,236.04,0.171,303.78,0.137,202.27,0.17,0.11
2014/9/25 12:24,3.002,0.177,265.8,0.048,347.99,0.029,165.96,0.185,288.63,0.048,104.62,0.12,0.11
2014/9/25 12:26,3.011,0.098,34.99,0.248,42.88,0.096,353.99,0.082,35.62,0.097,201.8,0.12,0.11
2014/9/25 12:28,3.022,0.086,40.75,0.076,74.68,0.196,320.38,0.181,193.42,0.071,136.15,0.12,0.11
2014/9/25 12:30,3.033,0.128,204.56,0.156,76.32,0.062,84.47,0.288,267.42,0.134,313.79,0.12,0.11
2014/9/25 12:32,3.037,0.067,323.47,0.058,247.83,0.095,238.83,0.154,204.57,0.084,58.57,0.12,0.11
2014/9/25 12:34,3.043,0.154,274.86,0.177,18.74,0.058,274.93,0.067,281.98,0.119,105.09,0.12,0.11
2014/9/25 12:36,3.048,0.015,121.61,0.09,22.28,0.146,266.47,0.051,17.02,0.06,101.5,0.12,0.11
2014/9/25 12:38,3.053,0.016,145.3,0.112,309.54,0.145,0,0.142,30.55,0.094,93.04,0.12,0.11
2014/9/25 12:40,3.056,0.072,215.45,0.065,246.57,0.105,148.57,0.186,341.47,0.033,261.38,0.12,0.11
2014/9/25 12:42,3.06,0.07,130.33,0.1,106.26,0.109,203.75,0.096,72.32,0.096,348.57,0.12,0.11
2014/9/25 12:44,3.059,0.08,130.45,0.105,274.9,0.101,168.02,0.075,352.3,0.082,172.96,0.12,0.11
2014/9/25 12:46,3.059,0.179,5.77,0.107,236.46,0.107,259.74,0.106,143.02,0.059,195.68,0.12,0.1
2014/9/25 12:48,3.062,0.267,315.46,0.09,95.71,0.234,36.82,0.132,61.88,0.03,39.56,0.12,0.11
2014/9/25 12:50,3.065,0.213,53.78,0.085,97.46,0.145,352.09,0.264,347.97,0.158,80.18,0.12,0.11
2014/9/25 12:52,3.063,0.027,96.34,0.136,75.56,0.18,183.5,0.176,164.14,0.056,248.01,0.12,0.11
2014/9/25 12:54,3.069,0.2,149.09,0.049,162.3,0.126,340.56,0.18,240.45,0.116,27.67,0.12,0.11
2014/9/25 12:56,3.071,0.248,12.35,0.138,14.74,0.15,149.5,0.113,304.53,0.167,264.15,0.12,0.11
2014/9/25 12:58,3.054,0.035,112.11,0.044,190.54,0.094,108.05,0.115,153.21,0.128,214.19,0.22,0.11
2014/9/25 13:00,3.059,0.05,263.16,0.084,181.36,0.099,349.49,0.109,319.86,0.148,340.71,0.17,0.1
2014/9/25 13:02,3.061,0.029,40.82,0.176,187.17,0.077,163.44,0.232,163.21,0.154,137.9,0.12,0.11
2014/9/25 13:04,3.058,0.272,272.95,0.132,206.57,0.233,239.8,0.151,302.85,0.175,155.77,0.17,0.11
2014/9/25 13:06,3.056,0.082,97.73,0.182,281.06,0.097,53.84,0.103,65.42,0.07,6.52,0.17,0.1
2014/9/25 13:08,3.057,0.028,309.29,0.162,261.82,0.045,6.34,0.199,99.56,0.117,6.88,0.17,0.11
2014/9/25 13:10,3.056,0.129,333.24,0.223,298.06,0.201,2.56,0.055,340.91,0.085,57.99,0.12,0.1
2014/9/25 13:12,3.054,0.166,26.87,0.101,108.43,0.345,44.77,0.091,22.62,0.127,343,0.12,0.1
2014/9/25 13:14,3.055,0.041,107.1,0.108,42.74,0.137,82.87,0.058,140.57,0.151,74.21,0.12,0.1
2014/9/25 13:16,3.05,0.054,183.18,0.155,169.2,0.099,182.89,0.083,339.61,0.142,118.55,0.12,0.1
2014/9/25 13:18,3.054,0.053,41.19,0.079,150.52,0.107,51.42,0.091,289.82,0.033,215.13,0.12,0.1
2014/9/25 13:20,3.054,0.133,105.29,0.102,24.81,0.215,71.31,0.322,115.77,0.157,153.43,0.12,0.1
2014/9/25 13:22,3.054,0.032,171.12,0.062,50.19,0.18,82.99,0.22,87.4,0.081,131.52,0.17,0.09
2014/9/25 13:24,3.047,0.094,116.57,0.049,87.66,0.097,37.46,0.098,99.94,0.147,93.89,0.17,0.09
2014/9/25 13:26,3.049,0.114,348.4,0.319,110.93,0.251,22.99,0.045,126.87,0.214,94.56,0.17,0.1
2014/9/25 13:28,3.041,0.194,146.56,0.235,320.01,0.152,47.4,0.068,16.29,0.143,341.18,0.17,0.1
2014/9/25 13:30,3.04,0.139,40.91,0.111,65.51,0.226,70.92,0.101,56.31,0.07,102.44,0.17,0.1
2014/9/25 13:32,3.051,0.057,90,0.036,107.93,0.204,38.44,0.169,59.04,0.051,61.93,0.17,0.11
2014/9/25 13:34,3.042,0.257,70.72,0.14,28.02,0.109,306.76,0.11,97.84,0.159,43.73,0.17,0.1
2014/9/25 13:36,3.034,0.103,93.33,0.043,144.46,0.116,46.4,0.101,196.1,0.047,51.91,0.17,0.1
2014/9/25 13:38,3.026,0.159,71.68,0.025,353.16,0.051,61.93,0.025,213.69,0.058,40.82,0.22,0.11
2014/9/25 13:40,3.011,0.199,59.58,0.183,132.13,0.07,178.36,0.102,177.75,0.127,76.84,0.22,0.11
2014/9/25 13:42,3.013,0.075,21.8,0.1,68.3,0.078,159.7,0.199,126.64,0.11,23.06,0.22,0.11
2014/9/25 13:44,2.997,0.223,27.48,0.063,91.82,0.164,123.79,0.188,119.02,0.074,221.19,0.17,0.11
2014/9/25 13:46,2.969,0.124,25.74,0.169,27.17,0.154,97.45,0.094,289.2,0.098,147.93,0.17,0.11
2014/9/25 13:48,2.976,0.127,23.14,0.124,112.23,0.074,82.2,0.076,154.11,0.167,91.37,0.22,0.11
2014/9/25 13:50,2.944,0.035,136.17,0.033,125.13,0.061,239.2,0.059,268.06,0.203,26.57,0.17,0.11
2014/9/25 13:52,2.929,0.095,247.2,0.218,130.54,0.167,47.43,0.218,107.1,0.054,111.8,0.22,0.11
2014/9/25 13:54,2.921,0.258,61.55,0.254,78.42,0.122,43.34,0.163,59.04,0.191,13.31,0.17,0.11
2014/9/25 13:56,2.895,0.09,75.81,0.073,105.19,0.128,108.15,0.098,47.49,0.134,3.84,0.22,0.11
2014/9/25 13:58,2.879,0.051,165.14,0.073,228.89,0.161,106.97,0.12,91.43,0.122,88.12,0.22,0.11
2014/9/25 14:00,2.86,0.111,99.89,0.139,68.43,0.181,104.42,0.074,356.13,0.138,82.93,0.17,0.1
2014/9/25 14:02,2.849,0.072,40.52,0.205,119.81,0.109,81.57,0.148,26.05,0.152,106.77,0.17,0.11
2014/9/25 14:04,2.854,0.086,104.2,0.122,317.32,0.065,133.75,0.178,56.22,0.122,126.3,0.17,0.11
2014/9/25 14:06,2.812,0.124,357.69,0.086,23.29,0.158,105.45,0.115,78.98,0.106,95.98,0.17,0.11
2014/9/25 14:08,2.8,0.11,155.3,0.146,56.2,0.082,103.36,0.086,232.07,0.031,42.4,0.17,0.1
2014/9/25 14:10,2.785,0.126,149.97,0.143,130.47,0.23,82.26,0.05,20.96,0.137,96.71,0.12,0.1
2014/9/25 14:12,2.754,0.12,343.07,0.14,120.4,0.128,118.36,0.166,104.29,0.042,164.98,0.17,0.1
2014/9/25 14:14,2.735,0.216,62.37,0.091,40.53,0.225,87.2,0.071,71.82,0.06,39.56,0.12,0.1
2014/9/25 14:16,2.704,0.209,78.15,0.043,107.59,0.082,358.6,0.191,60.89,0.233,65.96,0.12,0.09
2014/9/25 14:18,2.678,0.021,5.44,0.221,143.65,0.098,205.26,0.055,356.88,0.116,103.44,0.12,0.1
2014/9/25 14:20,2.656,0.205,16.14,0.228,172.44,0.024,77.74,0.085,332.84,0.141,122.22,0.12,0.1
2014/9/25 14:22,2.631,0.073,119.74,0.13,194.68,0.229,104.95,0.178,9.04,0.125,44.03,0.12,0.1
2014/9/25 14:24,2.604,0.141,131.84,0.053,15.35,0.117,131.19,0.156,147.84,0.09,330.88,0.12,0.09
2014/9/25 14:26,2.585,0.185,136.97,0.2,129.11,0.232,89.26,0.125,101.04,0.204,78.41,0.12,0.09
2014/9/25 14:28,2.544,0.057,29.25,0.072,202.99,0.212,137.11,0.092,49.87,0.109,47.23,0.12,0.09
2014/9/25 14:30,2.527,0.217,101.15,0.209,72.78,0.126,131.14,0.076,143.58,0.162,184.97,0.12,0.09
2014/9/25 14:32,2.499,0.128,128.66,0.239,62.04,0.019,188.97,0.093,32.33,0.052,78.91,0.12,0.09
2014/9/25 14:34,2.481,0.136,107.5,0.168,91.02,0.039,62.78,0.091,102.05,0.24,129.93,0.12,0.09
2014/9/25 14:36,2.447,0.144,21.58,0.384,87.01,0.245,76.3,0.044,21.32,0.253,78.6,0.12,0.09
2014/9/25 14:38,2.42,0.124,344.62,0.193,108.43,0.125,124.2,0.154,67.44,0.071,103.84,0.12,0.09
2014/9/25 14:40,2.403,0.211,58.94,0.101,245.46,0.048,180,0.174,114.06,0.222,178.97,0.12,0.1
2014/9/25 14:42,2.382,0.041,124.08,0.067,152.28,0.046,127.12,0.075,130.1,0.181,64.14,0.12,0.09
2014/9/25 14:44,2.359,0.219,68,0.097,96.54,0.102,28.57,0.175,26.42,0.071,77.74,0.12,0.09
2014/9/25 14:46,2.345,0.143,37.03,0.132,81.25,0.27,41.55,0.084,91.36,0.347,105.88,0.12,0.09
2014/9/25 14:48,2.324,0.229,99.54,0.069,36.7,0.177,115.84,0.176,82.83,0.252,47.89,0.12,0.1
2014/9/25 14:50,2.297,0.106,185.98,0.188,74.56,0.307,54.14,0.155,20.77,0.078,139.16,0.12,0.1
2014/9/25 14:52,2.273,0.191,49.24,0.194,21.42,0.076,90,0.13,81.62,0.091,100.81,0.17,0.1
2014/9/25 14:54,2.252,0.109,155.56,0.201,58.84,0.179,71.46,0.127,52.05,0.12,30.64,0.12,0.1
2014/9/25 14:56,2.235,0.104,135.39,0.134,107.35,0.242,100.24,0.2,91.72,0.173,105.81,0.12,0.1
2014/9/25 14:58,2.212,0.083,316.47,0.09,119.43,0.182,109.93,0.139,88.35,0.174,158.75,0.12,0.09
2014/9/25 15:00,2.193,0.107,4.28,0.103,143.69,0.129,87.34,0.151,123.9,0.092,107.65,0.12,0.09
2014/9/25 15:02,2.175,0.15,133.38,0.077,319.72,0.136,86.63,0.162,172.57,0.249,143.82,0.12,0.09
2014/9/25 15:04,2.161,0.041,65.32,0.058,270,0.2,95.17,0.05,115.02,0.133,94.73,0.12,0.09
2014/9/25 15:06,2.134,0.225,64.23,0.064,73.56,0.122,140.68,0.101,59.13,0.195,96.47,0.12,0.1
2014/9/25 15:08,2.119,0.103,347.05,0.089,58.27,0.359,77.28,0.166,49.4,0.236,94.62,0.12,0.09
2014/9/25 15:10,2.104,0.243,121.86,0.117,96.88,0.058,105,0.275,89.58,0.319,60.7,0.12,0.11
2014/9/25 15:12,2.084,0.234,76.91,0.222,58.46,0.275,59.14,0.219,92.61,0.11,104.8,0.12,0.09
2014/9/25 15:14,2.059,0.194,81.12,0.193,78.34,0.087,97.29,0.126,192.82,0.145,98.75,0.12,0.09
2014/9/25 15:16,2.049,0.181,52.18,0.078,47.08,0.157,57.72,0.377,100.54,0.158,132.95,0.12,0.1
2014/9/25 15:18,2.035,0.192,59.7,0.125,27.59,0.268,102.06,0.123,106.07,0.334,60.98,0.12,0.1
2014/9/25 15:20,2.01,0.128,160.44,0.197,82.69,0.222,132.45,0.274,95.86,0.086,100.01,0.12,0.1
2014/9/25 15:22,1.991,0.093,212.33,0.357,120.08,0.047,2.44,0.289,77.6,0.183,138.11,0.12,0.1
2014/9/25 15:24,1.991,0.304,80.17,0.272,111.1,0.132,88.7,0.112,182.05,0.129,77.04,0.12,0.09
2014/9/25 15:26,1.965,0.122,25.73,0.189,95.47,0.077,9.71,0.117,65.84,0.303,63.77,0.12,0.1
2014/9/25 15:28,1.945,0.208,37.97,0.203,122.75,0.138,146.54,0.243,84.1,0.264,90.87,0.12,0.1
2014/9/25 15:30,1.924,0.233,52.69,0.109,302.67,0.132,82.18,0.118,78.79,0.059,3.88,0.17,0.1
2014/9/25 15:32,1.913,0.374,64.67,0.147,104.6,0.177,89.68,0.167,143.54,0.068,116.94,0.12,0.11
2014/9/25 15:34,1.882,0.121,148.14,0.137,66.42,0.054,198.43,0.105,136.92,0.234,124.91,0.17,0.11
2014/9/25 15:36,1.873,0.222,56.6,0.151,111.31,0.15,134.46,0.266,101.06,0.19,53.55,0.17,0.11
2014/9/25 15:38,1.853,0.294,112.63,0.276,71.63,0.071,102.26,0.228,167.61,0.097,85.87,0.22,0.11
2014/9/25 15:40,1.834,0.262,80.11,0.15,70.47,0.211,61.13,0.301,86.38,0.252,98.68,0.22,0.1
2014/9/25 15:42,1.817,0.145,98.75,0.048,13.17,0.139,69.73,0.169,95.1,0.317,95.98,0.22,0.09
2014/9/25 15:44,1.801,0.202,22.75,0.055,306.87,0.119,148.71,0.229,50.32,0.135,102.39,0.17,0.11
2014/9/25 15:46,1.781,0.156,22.96,0.067,48.01,0.262,57.46,0.207,36.76,0.126,98.19,0.17,0.11
2014/9/25 15:48,1.756,0.213,66.8,0.13,115.58,0.167,66.35,0.179,71.77,0.167,83.13,0.17,0.11
2014/9/25 15:50,1.742,0.139,96.2,0.088,343.43,0.239,34.42,0.237,69.27,0.306,104.76,0.17,0.11
2014/9/25 15:52,1.723,0.131,108.3,0.216,85.48,0.171,109.07,0.202,123.06,0.2,114.78,0.17,0.11
2014/9/25 15:54,1.707,0.088,60.82,0.182,77.64,0.25,113.59,0.235,60.92,0.357,104.93,0.17,0.11
2014/9/25 15:56,1.695,0.252,147.83,0.158,67.66,0.257,118.06,0.171,106.96,0.236,85.62,0.17,0.11
2014/9/25 15:58,1.664,0.102,75.83,0.057,49.94,0.388,84.38,0.104,67.38,0.171,104.61,0.17,0.11
2014/9/25 16:00,1.645,0.183,76.42,0.082,230.91,0.181,44.55,0.255,76.4,0.213,127.57,0.17,0.11
2014/9/25 16:02,1.628,0.152,189.83,0.031,160.97,0.081,46.01,0.048,110.7,0.192,102.01,0.12,0.11
2014/9/25 16:04,1.622,0.08,218.88,0.215,170.89,0.145,114.97,0.342,123.18,0.124,121.12,0.12,0.11
2014/9/25 16:06,1.59,0.052,34.9,0.194,118.68,0.086,335.22,0.339,63.59,0.237,110.5,0.12,0.11
2014/9/25 16:08,1.575,0.185,90,0.036,14.42,0.083,10.37,0.22,61.45,0.248,101.4,0.17,0.11
2014/9/25 16:10,1.572,0.052,20.17,0.221,131.7,0.193,142.36,0.251,42.58,0.129,9.83,0.17,0.11
2014/9/25 16:12,1.55,0.244,74.31,0.136,160.23,0.156,166.32,0.257,98.73,0.203,86.05,0.17,0.11
2014/9/25 16:14,1.529,0.152,9.83,0.257,98.73,0.149,62.92,0.201,119.11,0.202,92.83,0.17,0.11
2014/9/25 16:16,1.509,0.233,133.43,0.25,90.69,0.124,77.42,0.177,94.87,0.174,23.33,0.12,0.11
2014/9/25 16:18,1.499,0.195,104.89,0.213,87.04,0.171,86.32,0.383,133.1,0.216,87.35,0.12,0.11
2014/9/25 16:20,1.469,0.201,90.86,0.08,67.93,0.246,137.48,0.18,106.43,0.148,85.36,0.12,0.1
2014/9/25 16:22,1.455,0.382,148.06,0.333,108.76,0.145,183.55,0.244,83.4,0.14,44.42,0.12,0.1
2014/9/25 16:24,1.45,0.125,18.15,0.076,99.83,0.202,87.17,0.265,119.85,0.258,160.51,0.12,0.1
2014/9/25 16:26,1.422,0.305,93.58,0.085,350.54,0.209,151.11,0.234,78.4,0.272,131.42,0.12,0.1
2014/9/25 16:28,1.395,0.054,134.26,0.048,33.02,0.157,63.43,0.249,109.45,0.078,90,0.12,0.1
2014/9/25 16:30,1.385,0.204,55.61,0.199,79.31,0.216,91.06,0.12,140.74,0.109,86.33,0.12,0.11
2014/9/25 16:32,1.378,0.102,101.86,0.025,11.31,0.153,66.11,0.056,75.47,0.26,73.72,0.12,0.1
2014/9/25 16:34,1.35,0.146,118.14,0.048,349.16,0.091,107.24,0.135,49.49,0.206,101.75,0.17,0.11
2014/9/25 16:36,1.32,0.349,101.08,0.186,30.01,0.143,105.78,0.185,97.78,0.131,143.39,0.17,0.11
2014/9/25 16:38,1.308,0.13,178.24,0.28,102.15,0.122,102.78,0.415,109.13,0.179,47.04,0.17,0.11
2014/9/25 16:40,1.295,0.022,100.3,0.15,340.47,0.206,91.39,0.057,106.22,0.159,100.89,0.12,0.1
2014/9/25 16:42,1.27,0.161,94.65,0.343,156.27,0.075,235.89,0.229,42.53,0.375,115.61,0.12,0.11
2014/9/25 16:44,1.251,0.202,336.99,0.299,111.41,0.125,100.59,0.118,96.34,0.235,103.27,0.12,0.11
2014/9/25 16:46,1.235,0.083,49.4,0.18,89.05,0.257,79.22,0.17,73.92,0.123,79.24,0.12,0.11
2014/9/25 16:48,1.211,0.124,119.05,0.184,341.27,0.182,67.38,0.1,53.13,0.186,89.08,0.12,0.11
2014/9/25 16:50,1.188,0.03,227.73,0.129,96.24,0.253,88.42,0.231,57.55,0.041,119.05,0.12,0.11
2014/9/25 16:52,1.178,0.211,114.62,0.263,128.05,0.204,79.24,0.144,90.8,0.101,86.6,0.12,0.1
2014/9/25 16:54,1.162,0.121,121.86,0.203,68.88,0.115,54.93,0.163,97.73,0.171,65.83,0.12,0.1
2014/9/25 16:56,1.141,0.03,50.44,0.072,62.02,0.214,119.31,0.117,102.85,0.338,144.76,0.12,0.11
2014/9/25 16:58,1.118,0.127,78.69,0.065,59.49,0.204,146,0.211,80.72,0.241,73.37,0.12,0.11
2014/9/25 17:00,1.096,0.209,109.82,0.186,24.09,0.239,124.95,0.17,109.61,0.197,67.6,0.17,0.11
