Time,SSC_50cm(kg/m3),depth
2014/9/29 14:12,0.17,2.14
2014/9/29 14:14,0.16,2.17
2014/9/29 14:16,0.15,2.17
2014/9/29 14:18,0.14,2.19
2014/9/29 14:20,0.14,2.2
2014/9/29 14:22,0.14,2.22
2014/9/29 14:24,0.14,2.22
2014/9/29 14:26,0.15,2.23
2014/9/29 14:28,0.15,2.24
2014/9/29 14:30,0.15,2.25
2014/9/29 14:32,0.14,2.26
2014/9/29 14:34,0.15,2.26
2014/9/29 14:36,0.16,2.27
2014/9/29 14:38,0.15,2.28
2014/9/29 14:40,0.14,2.29
2014/9/29 14:42,0.15,2.28
2014/9/29 14:44,0.15,2.29
2014/9/29 14:46,0.14,2.29
2014/9/29 14:48,0.14,2.29
2014/9/29 14:50,0.13,2.29
2014/9/29 14:52,0.12,2.29
2014/9/29 14:54,0.13,2.29
2014/9/29 14:56,0.11,2.29
2014/9/29 14:58,0.12,2.3
2014/9/29 15:00,0.11,2.3
2014/9/29 15:02,0.11,2.29
2014/9/29 15:04,0.11,2.3
2014/9/29 15:06,0.12,2.29
2014/9/29 15:08,0.11,2.29
2014/9/29 15:10,0.13,2.29
2014/9/29 15:12,0.11,2.29
2014/9/29 15:14,0.11,2.29
2014/9/29 15:16,0.11,2.28
2014/9/29 15:18,0.11,2.28
2014/9/29 15:20,0.11,2.28
2014/9/29 15:22,0.11,2.28
2014/9/29 15:24,0.11,2.27
2014/9/29 15:26,0.11,2.28
2014/9/29 15:28,0.11,2.26
2014/9/29 15:30,0.11,2.27
2014/9/29 15:32,0.12,2.27
2014/9/29 15:34,0.11,2.25
2014/9/29 15:36,0.11,2.24
2014/9/29 15:38,0.12,2.24
2014/9/29 15:40,0.11,2.23
2014/9/29 15:42,0.11,2.21
2014/9/29 15:44,0.11,2.21
2014/9/29 15:46,0.11,2.19
2014/9/29 15:48,0.11,2.18
2014/9/29 15:50,0.11,2.18
2014/9/29 15:52,0.11,2.16
2014/9/29 15:54,0.11,2.14
2014/9/29 15:56,0.11,2.13
2014/9/29 15:58,0.11,2.13
2014/9/29 16:00,0.11,2.1
2014/9/29 16:02,0.12,2.11
2014/9/29 16:04,0.11,2.09
2014/9/29 16:06,0.12,2.06
2014/9/29 16:08,0.12,2.06
2014/9/29 16:10,0.12,2.06
2014/9/29 16:12,0.14,2.02
2014/9/29 16:14,0.14,2.01
2014/9/29 16:16,0.15,1.99
2014/9/29 16:18,0.13,1.97
2014/9/29 16:20,0.15,1.95
2014/9/29 16:22,0.13,1.93
2014/9/29 16:24,0.15,1.92
2014/9/29 16:26,0.15,1.91
2014/9/29 16:28,0.16,1.89
2014/9/29 16:30,0.11,1.86
2014/9/29 16:32,0.14,1.85
2014/9/29 16:34,0.14,1.83
2014/9/29 16:36,0.16,1.8
2014/9/29 16:38,0.14,1.79
2014/9/29 16:40,0.16,1.78
2014/9/29 16:42,0.18,1.76
2014/9/29 16:44,0.14,1.72
2014/9/29 16:46,0.16,1.71
2014/9/29 16:48,0.18,1.7
2014/9/29 16:50,0.17,1.68
2014/9/29 16:52,0.16,1.63
2014/9/29 16:54,0.15,1.64
2014/9/29 16:56,0.13,1.62
2014/9/29 16:58,0.16,1.6
2014/9/29 17:00,0.22,1.58
2014/9/29 17:02,0.2,1.56
2014/9/29 17:04,0.22,1.55
2014/9/29 17:06,0.25,1.52
2014/9/29 17:08,0.17,1.51
2014/9/29 17:10,0.2,1.49
2014/9/29 17:12,0.18,1.47
2014/9/29 17:14,0.17,1.46
2014/9/29 17:16,0.18,1.43
2014/9/29 17:18,0.21,1.4
2014/9/29 17:20,0.17,1.38
2014/9/29 17:22,0.19,1.37
2014/9/29 17:24,0.17,1.35
2014/9/29 17:26,0.21,1.34
2014/9/29 17:28,0.21,1.32
2014/9/29 17:30,0.2,1.28
2014/9/29 17:32,0.22,1.27
2014/9/29 17:34,0.21,1.26
2014/9/29 17:36,0.22,1.24
2014/9/29 17:38,0.19,1.22
2014/9/29 17:40,0.24,1.21
2014/9/29 17:42,0.21,1.19
2014/9/29 17:44,0.21,1.19
2014/9/29 17:46,0.23,1.16
2014/9/29 17:48,0.2,1.15
2014/9/29 17:50,0.23,1.13
2014/9/29 17:52,0.21,1.12
2014/9/29 17:54,0.27,1.1
2014/9/29 17:56,0.23,1.08
2014/9/29 17:58,0.26,1.06
2014/9/29 18:00,0.24,1.05
2014/9/29 18:02,0.27,1.04
2014/9/29 18:04,0.21,1.02
2014/9/29 18:06,0.24,1
2014/9/29 18:08,0.25,0.99
2014/9/29 18:10,0.23,0.98
2014/9/29 18:12,0.23,0.95
2014/9/29 18:14,0.24,0.94
2014/9/29 18:16,0.25,0.92
2014/9/29 18:18,0.24,0.89
2014/9/29 18:20,0.27,0.88
2014/9/29 18:22,0.25,0.86
2014/9/29 18:24,0.24,0.84
2014/9/29 18:26,0.24,0.82
2014/9/29 18:28,0.26,0.82
2014/9/29 18:30,0.27,0.78
2014/9/29 18:32,0.24,0.77
2014/9/29 18:34,0.26,0.75
2014/9/29 18:36,0.26,0.74
2014/9/29 18:38,0.26,0.72
2014/9/29 18:40,0.27,0.7
2014/9/29 18:42,0.27,0.68
2014/9/29 18:44,0.26,0.66
2014/9/29 18:46,0.26,0.66
2014/9/29 18:48,0.24,0.63
2014/9/29 18:48,NAN,NAN
2014/9/30 0:30,0.25,0.63
2014/9/30 0:32,0.24,0.67
2014/9/30 0:34,0.25,0.71
2014/9/30 0:36,0.27,0.74
2014/9/30 0:38,0.27,0.78
2014/9/30 0:40,0.27,0.82
2014/9/30 0:42,0.29,0.85
2014/9/30 0:44,0.27,0.89
2014/9/30 0:46,0.27,0.92
2014/9/30 0:48,0.28,0.96
2014/9/30 0:50,0.27,0.99
2014/9/30 0:52,0.27,1.01
2014/9/30 0:54,0.27,1.05
2014/9/30 0:56,0.25,1.09
2014/9/30 0:58,0.26,1.12
2014/9/30 1:00,0.27,1.14
2014/9/30 1:02,0.27,1.16
2014/9/30 1:04,0.23,1.2
2014/9/30 1:06,0.26,1.22
2014/9/30 1:08,0.27,1.24
2014/9/30 1:10,0.27,1.27
2014/9/30 1:12,0.27,1.29
2014/9/30 1:14,0.26,1.32
2014/9/30 1:16,0.25,1.34
2014/9/30 1:18,0.24,1.37
2014/9/30 1:20,0.25,1.39
2014/9/30 1:22,0.25,1.41
2014/9/30 1:24,0.22,1.43
2014/9/30 1:26,0.24,1.45
2014/9/30 1:28,0.18,1.47
2014/9/30 1:30,0.2,1.49
2014/9/30 1:32,0.21,1.51
2014/9/30 1:34,0.19,1.52
2014/9/30 1:36,0.18,1.54
2014/9/30 1:38,0.19,1.56
2014/9/30 1:40,0.18,1.58
2014/9/30 1:42,0.17,1.6
2014/9/30 1:44,0.19,1.61
2014/9/30 1:46,0.15,1.63
2014/9/30 1:48,0.15,1.64
2014/9/30 1:50,0.16,1.66
2014/9/30 1:52,0.17,1.68
2014/9/30 1:54,0.15,1.69
2014/9/30 1:56,0.13,1.71
2014/9/30 1:58,0.16,1.72
2014/9/30 2:00,0.14,1.73
2014/9/30 2:02,0.17,1.75
2014/9/30 2:04,0.15,1.76
2014/9/30 2:06,0.18,1.77
2014/9/30 2:08,0.17,1.8
2014/9/30 2:10,0.13,1.81
2014/9/30 2:12,0.13,1.82
2014/9/30 2:14,0.14,1.84
2014/9/30 2:16,0.14,1.86
2014/9/30 2:18,0.13,1.86
2014/9/30 2:20,0.12,1.89
2014/9/30 2:22,0.14,1.9
2014/9/30 2:24,0.13,1.91
2014/9/30 2:26,0.14,1.93
2014/9/30 2:28,0.12,1.94
2014/9/30 2:30,0.12,1.96
2014/9/30 2:32,0.14,1.97
2014/9/30 2:34,0.13,1.98
2014/9/30 2:36,0.14,2
2014/9/30 2:38,0.12,2.01
2014/9/30 2:40,0.11,2.03
2014/9/30 2:42,0.12,2.03
2014/9/30 2:44,0.12,2.04
2014/9/30 2:46,0.11,2.06
2014/9/30 2:48,0.11,2.06
2014/9/30 2:50,0.11,2.06
2014/9/30 2:52,0.11,2.07
2014/9/30 2:54,0.12,2.08
2014/9/30 2:56,0.11,2.09
2014/9/30 2:58,0.11,2.09
2014/9/30 3:00,0.13,2.09
2014/9/30 3:02,0.11,2.1
2014/9/30 3:04,0.12,2.11
2014/9/30 3:06,0.12,2.11
2014/9/30 3:08,0.11,2.12
2014/9/30 3:10,0.11,2.12
2014/9/30 3:12,0.11,2.12
2014/9/30 3:14,0.11,2.12
2014/9/30 3:16,0.11,2.13
2014/9/30 3:18,0.11,2.13
2014/9/30 3:20,0.11,2.14
2014/9/30 3:22,0.11,2.14
2014/9/30 3:24,0.11,2.14
2014/9/30 3:26,0.12,2.14
2014/9/30 3:28,0.11,2.14
2014/9/30 3:30,0.12,2.15
2014/9/30 3:32,0.11,2.14
2014/9/30 3:34,0.11,2.15
2014/9/30 3:36,0.11,2.15
2014/9/30 3:38,0.11,2.15
2014/9/30 3:40,0.11,2.15
2014/9/30 3:42,0.11,2.15
2014/9/30 3:44,0.11,2.14
2014/9/30 3:46,0.13,2.14
2014/9/30 3:48,0.11,2.14
2014/9/30 3:50,0.13,2.14
2014/9/30 3:52,0.12,2.13
2014/9/30 3:54,0.12,2.13
2014/9/30 3:56,0.13,2.12
2014/9/30 3:58,0.12,2.12
2014/9/30 4:00,0.12,2.11
2014/9/30 4:02,0.11,2.11
2014/9/30 4:04,0.12,2.09
2014/9/30 4:06,0.11,2.08
2014/9/30 4:08,0.12,2.07
2014/9/30 4:10,0.15,2.05
2014/9/30 4:12,0.14,2.04
2014/9/30 4:14,0.17,2.02
2014/9/30 4:16,0.16,2.02
2014/9/30 4:18,0.14,2
2014/9/30 4:20,0.15,1.99
2014/9/30 4:22,0.14,1.98
2014/9/30 4:24,0.12,1.97
2014/9/30 4:26,0.15,1.95
2014/9/30 4:28,0.12,1.94
2014/9/30 4:30,0.12,1.91
2014/9/30 4:32,0.12,1.9
2014/9/30 4:34,0.11,1.89
2014/9/30 4:36,0.14,1.86
2014/9/30 4:38,0.12,1.85
2014/9/30 4:40,0.12,1.83
2014/9/30 4:42,0.12,1.81
2014/9/30 4:44,0.13,1.79
2014/9/30 4:46,0.13,1.78
2014/9/30 4:48,0.15,1.76
2014/9/30 4:50,0.13,1.74
2014/9/30 4:52,0.13,1.72
2014/9/30 4:54,0.13,1.7
2014/9/30 4:56,0.13,1.69
2014/9/30 4:58,0.13,1.67
2014/9/30 5:00,0.13,1.66
2014/9/30 5:02,0.14,1.64
2014/9/30 5:04,0.14,1.63
2014/9/30 5:06,0.14,1.61
2014/9/30 5:08,0.14,1.6
2014/9/30 5:10,0.13,1.57
2014/9/30 5:12,0.15,1.56
2014/9/30 5:14,0.16,1.54
2014/9/30 5:16,0.16,1.53
2014/9/30 5:18,0.14,1.52
2014/9/30 5:20,0.15,1.51
2014/9/30 5:22,0.13,1.49
2014/9/30 5:24,0.14,1.47
2014/9/30 5:26,0.13,1.46
2014/9/30 5:28,0.13,1.44
2014/9/30 5:30,0.14,1.43
2014/9/30 5:32,0.14,1.41
2014/9/30 5:34,0.15,1.4
2014/9/30 5:36,0.13,1.39
2014/9/30 5:38,0.14,1.37
2014/9/30 5:40,0.12,1.36
2014/9/30 5:42,0.13,1.35
2014/9/30 5:44,0.14,1.33
2014/9/30 5:46,0.14,1.32
2014/9/30 5:48,0.15,1.3
2014/9/30 5:50,0.14,1.28
2014/9/30 5:52,0.15,1.27
2014/9/30 5:54,0.17,1.26
2014/9/30 5:56,0.16,1.24
2014/9/30 5:58,0.14,1.23
2014/9/30 6:00,0.15,1.22
2014/9/30 6:02,0.13,1.2
2014/9/30 6:04,0.15,1.18
2014/9/30 6:06,0.15,1.18
2014/9/30 6:08,0.13,1.16
2014/9/30 6:10,0.13,1.15
2014/9/30 6:12,0.14,1.13
2014/9/30 6:14,0.14,1.12
2014/9/30 6:16,0.16,1.11
2014/9/30 6:18,0.15,1.09
2014/9/30 6:20,0.14,1.08
2014/9/30 6:22,0.14,1.07
2014/9/30 6:24,0.14,1.03
2014/9/30 6:26,0.14,1.03
2014/9/30 6:28,0.15,1.02
2014/9/30 6:30,0.14,1.01
2014/9/30 6:32,0.13,0.98
2014/9/30 6:34,0.12,0.98
2014/9/30 6:36,0.13,0.98
2014/9/30 6:38,0.14,0.95
2014/9/30 6:40,0.12,0.94
2014/9/30 6:42,0.13,0.94
2014/9/30 6:44,0.14,0.93
2014/9/30 6:46,0.13,0.91
2014/9/30 6:48,0.13,0.9
2014/9/30 6:50,0.15,0.89
2014/9/30 6:52,0.15,0.89
2014/9/30 6:54,0.15,0.87
2014/9/30 6:56,0.18,0.85
2014/9/30 6:58,0.15,0.83
2014/9/30 7:00,0.15,0.83
2014/9/30 7:02,0.15,0.83
2014/9/30 7:04,0.15,0.81
2014/9/30 7:06,0.15,0.8
2014/9/30 7:08,0.15,0.78
2014/9/30 7:10,0.15,0.78
2014/9/30 7:12,0.18,0.78
2014/9/30 7:14,0.17,0.76
2014/9/30 7:16,0.17,0.74
2014/9/30 7:18,0.16,0.73
2014/9/30 7:20,0.18,0.73
2014/9/30 7:22,0.17,0.71
2014/9/30 7:24,0.17,0.71
2014/9/30 7:26,0.16,0.7
2014/9/30 7:28,0.15,0.68
2014/9/30 7:30,0.16,0.67
2014/9/30 7:32,0.18,0.67
2014/9/30 7:34,0.16,0.67
2014/9/30 7:36,0.17,0.65
2014/9/30 7:38,0.16,0.64
2014/9/30 7:40,0.17,0.63
2014/9/30 7:42,0.16,0.62
2014/9/30 7:44,0.17,0.61
2014/9/30 7:46,0.17,0.61
2014/9/30 7:46,NAN,NAN
2014/9/30 12:14,0.28,0.64
2014/9/30 12:16,0.26,0.67
2014/9/30 12:18,0.26,0.71
2014/9/30 12:20,0.23,0.75
2014/9/30 12:22,0.21,0.79
2014/9/30 12:24,0.22,0.83
2014/9/30 12:26,0.21,0.86
2014/9/30 12:28,0.21,0.91
2014/9/30 12:30,0.21,0.95
2014/9/30 12:32,0.21,0.99
2014/9/30 12:34,0.2,1.03
2014/9/30 12:36,0.19,1.06
2014/9/30 12:38,0.17,1.11
2014/9/30 12:40,0.19,1.14
2014/9/30 12:42,0.2,1.17
2014/9/30 12:44,0.21,1.21
2014/9/30 12:46,0.27,1.26
2014/9/30 12:48,0.28,1.29
2014/9/30 12:50,0.3,1.33
2014/9/30 12:52,0.3,1.36
2014/9/30 12:54,0.28,1.39
2014/9/30 12:56,0.29,1.42
2014/9/30 12:58,0.31,1.46
2014/9/30 13:00,0.28,1.49
2014/9/30 13:02,0.26,1.53
2014/9/30 13:04,0.27,1.55
2014/9/30 13:06,0.26,1.58
2014/9/30 13:08,0.25,1.62
2014/9/30 13:10,0.25,1.65
2014/9/30 13:12,0.22,1.67
2014/9/30 13:14,0.23,1.7
2014/9/30 13:16,0.2,1.73
2014/9/30 13:18,0.19,1.76
2014/9/30 13:20,0.2,1.78
2014/9/30 13:22,0.2,1.81
2014/9/30 13:24,0.19,1.83
2014/9/30 13:26,0.19,1.85
2014/9/30 13:28,0.19,1.87
2014/9/30 13:30,0.18,1.9
2014/9/30 13:32,0.19,1.91
2014/9/30 13:34,0.2,1.93
2014/9/30 13:36,0.18,1.95
2014/9/30 13:38,0.19,1.97
2014/9/30 13:40,0.16,1.99
2014/9/30 13:42,0.18,2.01
2014/9/30 13:44,0.16,2.03
2014/9/30 13:46,0.19,2.05
2014/9/30 13:48,0.17,2.07
2014/9/30 13:50,0.17,2.09
2014/9/30 13:52,0.16,2.11
2014/9/30 13:54,0.19,2.13
2014/9/30 13:56,0.18,2.15
2014/9/30 13:58,0.17,2.17
2014/9/30 14:00,0.16,2.18
2014/9/30 14:02,0.15,2.2
2014/9/30 14:04,0.14,2.22
2014/9/30 14:06,0.16,2.23
2014/9/30 14:08,0.13,2.24
2014/9/30 14:10,0.15,2.26
2014/9/30 14:12,0.15,2.28
2014/9/30 14:14,0.15,2.29
2014/9/30 14:16,0.14,2.31
2014/9/30 14:18,0.13,2.31
2014/9/30 14:20,0.14,2.34
2014/9/30 14:22,0.15,2.35
2014/9/30 14:24,0.15,2.37
2014/9/30 14:26,0.13,2.38
2014/9/30 14:28,0.12,2.4
2014/9/30 14:30,0.13,2.41
2014/9/30 14:32,0.13,2.43
2014/9/30 14:34,0.13,2.45
2014/9/30 14:36,0.12,2.46
2014/9/30 14:38,0.12,2.47
2014/9/30 14:40,0.14,2.49
2014/9/30 14:42,0.13,2.51
2014/9/30 14:44,0.13,2.5
2014/9/30 14:46,0.14,2.53
2014/9/30 14:48,0.15,2.54
2014/9/30 14:50,0.13,2.55
2014/9/30 14:52,0.14,2.55
2014/9/30 14:54,0.12,2.57
2014/9/30 14:56,0.14,2.58
2014/9/30 14:58,0.13,2.58
2014/9/30 15:00,0.11,2.59
2014/9/30 15:02,0.12,2.6
2014/9/30 15:04,0.12,2.6
2014/9/30 15:06,0.11,2.61
2014/9/30 15:08,0.12,2.62
2014/9/30 15:10,0.11,2.63
2014/9/30 15:12,0.12,2.63
2014/9/30 15:14,0.11,2.64
2014/9/30 15:16,0.12,2.63
2014/9/30 15:18,0.12,2.64
2014/9/30 15:20,0.11,2.66
2014/9/30 15:22,0.12,2.65
2014/9/30 15:24,0.11,2.65
2014/9/30 15:26,0.11,2.65
2014/9/30 15:28,0.11,2.65
2014/9/30 15:30,0.12,2.66
2014/9/30 15:32,0.14,2.65
2014/9/30 15:34,0.2,2.67
2014/9/30 15:36,0.13,2.66
2014/9/30 15:38,0.16,2.66
2014/9/30 15:40,0.11,2.66
2014/9/30 15:42,0.12,2.66
2014/9/30 15:44,0.13,2.66
2014/9/30 15:46,0.11,2.64
2014/9/30 15:48,0.11,2.65
2014/9/30 15:50,0.11,2.65
2014/9/30 15:52,0.11,2.65
2014/9/30 15:54,0.11,2.65
2014/9/30 15:56,0.11,2.64
2014/9/30 15:58,0.11,2.63
2014/9/30 16:00,0.11,2.62
2014/9/30 16:02,0.11,2.61
2014/9/30 16:04,0.11,2.61
2014/9/30 16:06,0.11,2.6
2014/9/30 16:08,0.11,2.59
2014/9/30 16:10,0.11,2.57
2014/9/30 16:12,0.11,2.57
2014/9/30 16:14,0.11,2.57
2014/9/30 16:16,0.13,2.56
2014/9/30 16:18,0.12,2.54
2014/9/30 16:20,0.11,2.52
2014/9/30 16:22,0.12,2.52
2014/9/30 16:24,0.11,2.51
2014/9/30 16:26,0.11,2.5
2014/9/30 16:28,0.11,2.48
2014/9/30 16:30,0.12,2.47
2014/9/30 16:32,0.12,2.46
2014/9/30 16:34,0.12,2.43
2014/9/30 16:36,0.12,2.42
2014/9/30 16:38,0.12,2.41
2014/9/30 16:40,0.11,2.39
2014/9/30 16:42,0.11,2.36
2014/9/30 16:44,0.11,2.35
2014/9/30 16:46,0.11,2.34
2014/9/30 16:48,0.11,2.31
2014/9/30 16:50,0.11,2.29
2014/9/30 16:52,0.11,2.27
2014/9/30 16:54,0.12,2.27
2014/9/30 16:56,0.12,2.25
2014/9/30 16:58,0.12,2.23
2014/9/30 17:00,0.11,2.2
2014/9/30 17:02,0.12,2.19
2014/9/30 17:04,0.12,2.18
2014/9/30 17:06,0.12,2.15
2014/9/30 17:08,0.14,2.14
2014/9/30 17:10,0.13,2.13
2014/9/30 17:12,0.13,2.12
2014/9/30 17:14,0.12,2.1
2014/9/30 17:16,0.14,2.08
2014/9/30 17:18,0.13,2.06
2014/9/30 17:20,0.16,2.04
2014/9/30 17:22,0.12,2.02
2014/9/30 17:24,0.12,2.02
2014/9/30 17:26,0.12,1.99
2014/9/30 17:28,0.14,1.97
2014/9/30 17:30,0.13,1.96
2014/9/30 17:32,0.17,1.93
2014/9/30 17:34,0.15,1.91
2014/9/30 17:36,0.12,1.89
2014/9/30 17:38,0.16,1.88
2014/9/30 17:40,0.12,1.86
2014/9/30 17:42,0.14,1.85
2014/9/30 17:44,0.12,1.83
2014/9/30 17:46,0.15,1.82
2014/9/30 17:48,0.13,1.8
2014/9/30 17:50,0.13,1.78
2014/9/30 17:52,0.14,1.77
2014/9/30 17:54,0.14,1.74
2014/9/30 17:56,0.12,1.72
2014/9/30 17:58,0.12,1.7
2014/9/30 18:00,0.12,1.69
2014/9/30 18:02,0.14,1.68
2014/9/30 18:04,0.12,1.65
2014/9/30 18:06,0.12,1.63
2014/9/30 18:08,0.12,1.63
2014/9/30 18:10,0.12,1.61
2014/9/30 18:12,0.12,1.58
2014/9/30 18:14,0.11,1.57
2014/9/30 18:16,0.12,1.56
2014/9/30 18:18,0.12,1.54
2014/9/30 18:20,0.11,1.53
2014/9/30 18:22,0.12,1.52
2014/9/30 18:24,0.12,1.5
2014/9/30 18:26,0.15,1.48
2014/9/30 18:28,0.12,1.46
2014/9/30 18:30,0.12,1.45
2014/9/30 18:32,0.15,1.44
2014/9/30 18:34,0.13,1.43
2014/9/30 18:36,0.12,1.41
2014/9/30 18:38,0.12,1.4
2014/9/30 18:40,0.12,1.38
2014/9/30 18:42,0.14,1.37
2014/9/30 18:44,0.12,1.35
2014/9/30 18:46,0.13,1.33
2014/9/30 18:48,0.13,1.32
2014/9/30 18:50,0.12,1.32
2014/9/30 18:52,0.12,1.29
2014/9/30 18:54,0.13,1.28
2014/9/30 18:56,0.12,1.28
2014/9/30 18:58,0.15,1.26
2014/9/30 19:00,0.12,1.24
2014/9/30 19:02,0.12,1.23
2014/9/30 19:04,0.12,1.22
2014/9/30 19:06,0.11,1.22
2014/9/30 19:08,0.12,1.2
2014/9/30 19:10,0.12,1.16
2014/9/30 19:12,0.12,1.16
2014/9/30 19:14,0.12,1.16
2014/9/30 19:16,0.12,1.14
2014/9/30 19:18,0.13,1.12
2014/9/30 19:20,0.14,1.11
2014/9/30 19:22,0.12,1.1
2014/9/30 19:24,0.12,1.08
2014/9/30 19:26,0.12,1.06
2014/9/30 19:28,0.13,1.06
2014/9/30 19:30,0.12,1.04
2014/9/30 19:32,0.11,1.03
2014/9/30 19:34,0.12,1.02
2014/9/30 19:36,0.12,1
2014/9/30 19:38,0.12,0.98
2014/9/30 19:40,0.12,0.97
2014/9/30 19:42,0.11,0.96
2014/9/30 19:44,0.12,0.94
2014/9/30 19:46,0.12,0.94
2014/9/30 19:48,0.12,0.92
2014/9/30 19:50,0.11,0.91
2014/9/30 19:52,0.11,0.89
2014/9/30 19:54,0.12,0.88
2014/9/30 19:56,0.12,0.86
2014/9/30 19:58,0.12,0.84
2014/9/30 20:00,0.12,0.83
2014/9/30 20:02,0.11,0.83
2014/9/30 20:04,0.11,0.81
2014/9/30 20:06,0.11,0.8
2014/9/30 20:08,0.12,0.79
2014/9/30 20:10,0.14,0.77
2014/9/30 20:12,0.13,0.76
2014/9/30 20:14,0.13,0.75
2014/9/30 20:16,0.12,0.74
2014/9/30 20:18,0.11,0.72
2014/9/30 20:20,0.11,0.72
2014/9/30 20:22,0.11,0.7
2014/9/30 20:24,0.12,0.69
2014/9/30 20:26,0.12,0.68
2014/9/30 20:28,0.13,0.67
2014/9/30 20:30,0.13,0.65
2014/9/30 20:32,0.12,0.64
2014/9/30 20:34,0.11,0.63
2014/9/30 20:36,0.12,0.62
2014/9/30 20:38,0.11,0.61
2014/9/30 20:38,NAN,NAN
2014/10/1 1:12,0.12,0.62
2014/10/1 1:14,0.12,0.65
2014/10/1 1:16,0.12,0.68
2014/10/1 1:18,0.11,0.71
2014/10/1 1:20,0.12,0.73
2014/10/1 1:22,0.11,0.76
2014/10/1 1:24,0.11,0.79
2014/10/1 1:26,0.12,0.82
2014/10/1 1:28,0.12,0.84
2014/10/1 1:30,0.14,0.86
2014/10/1 1:32,0.13,0.89
2014/10/1 1:34,0.15,0.91
2014/10/1 1:36,0.16,0.93
2014/10/1 1:38,0.17,0.96
2014/10/1 1:40,0.18,0.97
2014/10/1 1:42,0.16,1
2014/10/1 1:44,0.18,1.02
2014/10/1 1:46,0.16,1.04
2014/10/1 1:48,0.16,1.06
2014/10/1 1:50,0.16,1.08
2014/10/1 1:52,0.17,1.1
2014/10/1 1:54,0.16,1.12
2014/10/1 1:56,0.16,1.14
2014/10/1 1:58,0.13,1.16
2014/10/1 2:00,0.12,1.18
2014/10/1 2:02,0.12,1.2
2014/10/1 2:04,0.11,1.22
2014/10/1 2:06,0.11,1.23
2014/10/1 2:08,0.11,1.25
2014/10/1 2:10,0.11,1.27
2014/10/1 2:12,0.11,1.28
2014/10/1 2:14,0.11,1.3
2014/10/1 2:16,0.11,1.31
2014/10/1 2:18,0.11,1.33
2014/10/1 2:20,0.11,1.34
2014/10/1 2:22,0.11,1.36
2014/10/1 2:24,0.11,1.37
2014/10/1 2:26,0.11,1.39
2014/10/1 2:28,0.11,1.4
2014/10/1 2:30,0.11,1.41
2014/10/1 2:32,0.11,1.42
2014/10/1 2:34,0.11,1.43
2014/10/1 2:36,0.11,1.45
2014/10/1 2:38,0.11,1.46
2014/10/1 2:40,0.11,1.47
2014/10/1 2:42,0.11,1.48
2014/10/1 2:44,0.11,1.49
2014/10/1 2:46,0.11,1.5
2014/10/1 2:48,0.11,1.51
2014/10/1 2:50,0.11,1.52
2014/10/1 2:52,0.11,1.53
2014/10/1 2:54,0.1,1.53
2014/10/1 2:56,0.11,1.55
2014/10/1 2:58,0.11,1.56
2014/10/1 3:00,0.11,1.57
2014/10/1 3:02,0.11,1.58
2014/10/1 3:04,0.11,1.59
2014/10/1 3:06,0.11,1.6
2014/10/1 3:08,0.11,1.6
2014/10/1 3:10,0.11,1.61
2014/10/1 3:12,0.11,1.62
2014/10/1 3:14,0.11,1.62
2014/10/1 3:16,0.11,1.63
2014/10/1 3:18,0.11,1.64
2014/10/1 3:20,0.11,1.64
2014/10/1 3:22,0.11,1.65
2014/10/1 3:24,0.1,1.65
2014/10/1 3:26,0.1,1.66
2014/10/1 3:28,0.11,1.67
2014/10/1 3:30,0.11,1.67
2014/10/1 3:32,0.1,1.67
2014/10/1 3:34,0.1,1.68
2014/10/1 3:36,0.1,1.68
2014/10/1 3:38,0.1,1.68
2014/10/1 3:40,0.1,1.69
2014/10/1 3:42,0.1,1.69
2014/10/1 3:44,0.09,1.69
2014/10/1 3:46,0.1,1.69
2014/10/1 3:48,0.1,1.69
2014/10/1 3:50,0.09,1.69
2014/10/1 3:52,0.11,1.7
2014/10/1 3:54,0.11,1.7
2014/10/1 3:56,0.1,1.7
2014/10/1 3:58,0.11,1.69
2014/10/1 4:00,0.1,1.69
2014/10/1 4:02,0.11,1.69
2014/10/1 4:04,0.11,1.69
2014/10/1 4:06,0.11,1.68
2014/10/1 4:08,0.11,1.68
2014/10/1 4:10,0.12,1.67
2014/10/1 4:12,0.11,1.68
2014/10/1 4:14,0.11,1.67
2014/10/1 4:16,0.15,1.67
2014/10/1 4:18,0.11,1.66
2014/10/1 4:20,0.1,1.66
2014/10/1 4:22,0.09,1.66
2014/10/1 4:24,0.1,1.65
2014/10/1 4:26,0.09,1.65
2014/10/1 4:28,0.11,1.65
2014/10/1 4:30,0.11,1.64
2014/10/1 4:32,0.1,1.64
2014/10/1 4:34,0.11,1.63
2014/10/1 4:36,0.1,1.62
2014/10/1 4:38,0.11,1.62
2014/10/1 4:40,0.09,1.61
2014/10/1 4:42,0.1,1.61
2014/10/1 4:44,0.1,1.6
2014/10/1 4:46,0.1,1.58
2014/10/1 4:48,0.11,1.58
2014/10/1 4:50,0.11,1.57
2014/10/1 4:52,0.1,1.55
2014/10/1 4:54,0.09,1.54
2014/10/1 4:56,0.1,1.53
2014/10/1 4:58,0.09,1.52
2014/10/1 5:00,0.1,1.51
2014/10/1 5:02,0.1,1.5
2014/10/1 5:04,0.09,1.48
2014/10/1 5:06,0.1,1.47
2014/10/1 5:08,0.09,1.45
2014/10/1 5:10,0.09,1.44
2014/10/1 5:12,0.09,1.43
2014/10/1 5:14,0.09,1.42
